CallNumber,CallType,CallDate,Battalion
200233965,Medical Incident,01/23/2020,B07
200061366,Medical Incident,01/06/2020,B03
200341952,Traffic Collision,02/03/2020,B10
200252273,Medical Incident,01/25/2020,B10
200023498,Medical Incident,01/02/2020,B03
200371851,Medical Incident,02/06/2020,B02
200070473,Medical Incident,01/07/2020,B04
200401081,Medical Incident,02/09/2020,B09
200080818,Medical Incident,01/08/2020,B03
200063446,Medical Incident,01/06/2020,B03
200263560,Medical Incident,01/26/2020,B09
200220607,Medical Incident,01/22/2020,B03
200173493,Alarms,01/17/2020,B03
200380148,Medical Incident,02/07/2020,B10
200020922,Alarms,01/02/2020,B04
200230420,Medical Incident,01/23/2020,B03
200322172,Medical Incident,02/01/2020,B01
200294101,Medical Incident,01/29/2020,B10
200122124,Medical Incident,01/12/2020,B05
200052262,Medical Incident,01/05/2020,B03
200020675,Traffic Collision,01/02/2020,B10
200230872,Medical Incident,01/23/2020,B01
200012823,Medical Incident,01/01/2020,B06
200331478,Alarms,02/02/2020,B01
200022284,Medical Incident,01/02/2020,B04
200010468,Medical Incident,01/01/2020,B01
200380101,Medical Incident,02/07/2020,B02
200283381,Medical Incident,01/28/2020,B05
200083207,Medical Incident,01/08/2020,B03
200320858,Medical Incident,02/01/2020,B02
200033571,Medical Incident,01/03/2020,B05
200154326,Medical Incident,01/15/2020,B02
200020773,Medical Incident,01/02/2020,B02
200250332,Alarms,01/25/2020,B03
200253219,Medical Incident,01/25/2020,B02
200252869,Medical Incident,01/25/2020,B02
200330789,Alarms,02/02/2020,B04
200381621,Medical Incident,02/07/2020,B05
200301101,Alarms,01/30/2020,B01
200304397,Medical Incident,01/30/2020,B03
200362224,Medical Incident,02/05/2020,B03
200010134,Medical Incident,01/01/2020,B01
200210576,Medical Incident,01/21/2020,B03
200123054,Outside Fire,01/12/2020,B02
200031657,Medical Incident,01/03/2020,B04
200361714,Medical Incident,02/05/2020,B03
200063060,Traffic Collision,01/06/2020,B06
200323356,Alarms,02/01/2020,B02
200140392,Medical Incident,01/14/2020,B02
200073206,Structure Fire,01/07/2020,B03
200393235,Medical Incident,02/08/2020,B03
200140591,Medical Incident,01/14/2020,B07
200081320,Alarms,01/08/2020,B04
200304284,Medical Incident,01/30/2020,B02
200304118,Medical Incident,01/30/2020,B09
200223939,Structure Fire,01/22/2020,B02
200202815,Medical Incident,01/20/2020,B10
200113014,Structure Fire,01/11/2020,B02
200121098,Structure Fire,01/12/2020,B02
200380957,Medical Incident,02/07/2020,B02
200120921,Medical Incident,01/12/2020,B02
200381486,Medical Incident,02/07/2020,B03
200350201,Alarms,02/04/2020,B06
200030077,Outside Fire,01/03/2020,B04
200380442,Alarms,02/07/2020,B01
200210338,Alarms,01/21/2020,B05
200032737,Medical Incident,01/03/2020,B07
200310513,Medical Incident,01/31/2020,B04
200393382,Citizen Assist / Service Call,02/08/2020,B02
200353347,Medical Incident,02/04/2020,B05
200301702,Medical Incident,01/30/2020,B07
200020868,Alarms,01/02/2020,B08
200042705,Alarms,01/04/2020,B09
200320721,Odor (Strange / Unknown),02/01/2020,B08
200113345,Alarms,01/11/2020,B04
200342609,Medical Incident,02/03/2020,B01
200300533,Medical Incident,01/30/2020,B01
200131691,Medical Incident,01/13/2020,B02
200321567,Medical Incident,02/01/2020,B06
200220717,Medical Incident,01/22/2020,B04
200062077,Medical Incident,01/06/2020,B03
200160359,Medical Incident,01/16/2020,B03
200021199,Medical Incident,01/02/2020,B09
200051994,Medical Incident,01/05/2020,B01
200390949,Medical Incident,02/08/2020,B06
200262395,Alarms,01/26/2020,B06
200232037,Medical Incident,01/23/2020,B03
200100689,Medical Incident,01/10/2020,B02
200032158,Medical Incident,01/03/2020,B02
200073092,Medical Incident,01/07/2020,B05
200013774,Medical Incident,01/01/2020,B02
200043596,Medical Incident,01/04/2020,B03
200193689,Medical Incident,01/19/2020,B06
200310184,Medical Incident,01/31/2020,B02
200083399,Traffic Collision,01/08/2020,B08
200240675,Medical Incident,01/24/2020,B06
200120699,Medical Incident,01/12/2020,B01
200281981,Medical Incident,01/28/2020,B02
200320231,Medical Incident,02/01/2020,B03
200212001,Medical Incident,01/21/2020,B09
200183015,Medical Incident,01/18/2020,B10
200032556,Medical Incident,01/03/2020,B02
200213215,Medical Incident,01/21/2020,B09
200052112,Medical Incident,01/05/2020,B03
200172375,Medical Incident,01/17/2020,B09
200301888,Medical Incident,01/30/2020,B09
200163488,Structure Fire,01/16/2020,B04
200092291,Medical Incident,01/09/2020,B01
200052308,Medical Incident,01/05/2020,B03
200222453,Alarms,01/22/2020,B04
200313602,Structure Fire,01/31/2020,B02
200272285,Medical Incident,01/27/2020,B02
200301326,Medical Incident,01/30/2020,B01
200230769,Medical Incident,01/23/2020,B09
200120248,Medical Incident,01/12/2020,B02
200071321,Alarms,01/07/2020,B03
200293746,Medical Incident,01/29/2020,B03
200203575,Traffic Collision,01/20/2020,B06
200141912,Structure Fire,01/14/2020,B07
200172114,Medical Incident,01/17/2020,B02
200173128,Medical Incident,01/17/2020,B01
200131528,Medical Incident,01/13/2020,B03
200230924,Alarms,01/23/2020,B02
200233512,Medical Incident,01/23/2020,B07
200100126,Medical Incident,01/10/2020,B03
200313021,Citizen Assist / Service Call,01/31/2020,B03
200183397,Medical Incident,01/18/2020,B02
200200467,Medical Incident,01/20/2020,B04
200213933,Medical Incident,01/21/2020,B08
200033976,Alarms,01/03/2020,B05
200090374,Medical Incident,01/09/2020,B01
200171470,Medical Incident,01/17/2020,B03
200391584,Structure Fire,02/08/2020,B04
200043783,Medical Incident,01/04/2020,B02
200243929,Medical Incident,01/24/2020,B02
200140986,Citizen Assist / Service Call,01/14/2020,B02
200350201,Alarms,02/04/2020,B06
200050851,Alarms,01/05/2020,B05
200103816,Medical Incident,01/10/2020,B05
200183291,Traffic Collision,01/18/2020,B10
200150329,Alarms,01/15/2020,B08
200112438,Medical Incident,01/11/2020,B02
200243899,Medical Incident,01/24/2020,B03
200134046,Structure Fire,01/13/2020,B05
200342774,Medical Incident,02/03/2020,B05
200212784,Medical Incident,01/21/2020,B02
200033355,Medical Incident,01/03/2020,B04
200362142,Medical Incident,02/05/2020,B03
200290271,Medical Incident,01/29/2020,B09
200381953,Medical Incident,02/07/2020,B05
200132324,Alarms,01/13/2020,B04
200041632,Medical Incident,01/04/2020,B02
200070696,Medical Incident,01/07/2020,B07
200343510,Alarms,02/03/2020,B01
200020818,Medical Incident,01/02/2020,B03
200050606,Alarms,01/05/2020,B03
200190394,Medical Incident,01/19/2020,B01
200172196,Traffic Collision,01/17/2020,B06
200400259,Alarms,02/09/2020,B04
200112649,Structure Fire,01/11/2020,B01
200133318,Structure Fire,01/13/2020,B01
200132105,Medical Incident,01/13/2020,B06
200380325,Medical Incident,02/07/2020,B02
200311380,Medical Incident,01/31/2020,B02
200101046,Outside Fire,01/10/2020,B06
200051230,Medical Incident,01/05/2020,B07
200082757,Medical Incident,01/08/2020,B06
200121292,Medical Incident,01/12/2020,B04
200232717,Medical Incident,01/23/2020,B02
200360292,Medical Incident,02/05/2020,B03
200220523,Medical Incident,01/22/2020,B03
200233247,Medical Incident,01/23/2020,B02
200110638,Medical Incident,01/11/2020,B02
200082433,Medical Incident,01/08/2020,B01
200221276,Odor (Strange / Unknown),01/22/2020,B09
200171553,Medical Incident,01/17/2020,B09
200101222,Alarms,01/10/2020,B04
200370153,Medical Incident,02/06/2020,B02
200320008,Medical Incident,02/01/2020,B02
200160927,Alarms,01/16/2020,B10
200331247,Medical Incident,02/02/2020,B06
200331712,Medical Incident,02/02/2020,B01
200160700,Medical Incident,01/16/2020,B09
200301142,Medical Incident,01/30/2020,B04
200360108,Medical Incident,02/05/2020,B10
200232868,Medical Incident,01/23/2020,B03
200253896,Medical Incident,01/25/2020,B02
200331130,Alarms,02/02/2020,B03
200251250,Water Rescue,01/25/2020,B07
200243628,Medical Incident,01/24/2020,B02
200191314,Alarms,01/19/2020,B04
200090155,Medical Incident,01/09/2020,B06
200373803,Medical Incident,02/06/2020,B01
200173255,Medical Incident,01/17/2020,B01
200050378,Medical Incident,01/05/2020,B01
200083563,Medical Incident,01/08/2020,B02
200401039,Medical Incident,02/09/2020,B02
200170762,Medical Incident,01/17/2020,B02
200363376,Medical Incident,02/05/2020,B10
200102645,Medical Incident,01/10/2020,B02
200351949,Medical Incident,02/04/2020,B02
200243739,Medical Incident,01/24/2020,B02
200131293,Structure Fire,01/13/2020,B01
200230787,Medical Incident,01/23/2020,B02
200383302,Medical Incident,02/07/2020,B03
200234130,Medical Incident,01/23/2020,B09
200302741,Alarms,01/30/2020,B03
200390500,Citizen Assist / Service Call,02/08/2020,B08
200033993,Medical Incident,01/03/2020,B01
200250207,Medical Incident,01/25/2020,B09
200070326,Vehicle Fire,01/07/2020,B10
200112954,Medical Incident,01/11/2020,B07
200180284,Medical Incident,01/18/2020,B02
200181727,Medical Incident,01/18/2020,B05
200282426,Medical Incident,01/28/2020,B01
200200574,Medical Incident,01/20/2020,B09
200061227,Alarms,01/06/2020,B01
200212367,Medical Incident,01/21/2020,B04
200353836,Medical Incident,02/04/2020,B03
200353703,Alarms,02/04/2020,B10
200241314,Medical Incident,01/24/2020,B03
200012546,Medical Incident,01/01/2020,B01
200103696,Medical Incident,01/10/2020,B06
200383829,Medical Incident,02/07/2020,B02
200323124,Medical Incident,02/01/2020,B02
200270824,Traffic Collision,01/27/2020,B05
200223330,Medical Incident,01/22/2020,B02
200262800,Alarms,01/26/2020,B09
200220499,Medical Incident,01/22/2020,B04
200313428,Structure Fire,01/31/2020,B07
200032482,Medical Incident,01/03/2020,B03
200362244,Medical Incident,02/05/2020,B02
200330207,Medical Incident,02/02/2020,B05
200190343,Structure Fire,01/19/2020,B05
200081997,Medical Incident,01/08/2020,B07
200081338,Medical Incident,01/08/2020,B02
200181238,Structure Fire,01/18/2020,B07
200221239,Medical Incident,01/22/2020,B07
200083871,Medical Incident,01/08/2020,B09
200364223,Medical Incident,02/05/2020,B02
200052602,Traffic Collision,01/05/2020,B09
200161311,Medical Incident,01/16/2020,B02
200322557,Medical Incident,02/01/2020,B02
200073901,Medical Incident,01/07/2020,B01
200262086,Structure Fire,01/26/2020,B08
200252042,Structure Fire,01/25/2020,B10
200013377,Medical Incident,01/01/2020,B07
200203479,Medical Incident,01/20/2020,B06
200020677,Medical Incident,01/02/2020,B03
200253494,Alarms,01/25/2020,B07
200333463,Traffic Collision,02/02/2020,B09
200280968,Medical Incident,01/28/2020,B10
200350106,Outside Fire,02/04/2020,B02
200051781,Alarms,01/05/2020,B01
200153620,Medical Incident,01/15/2020,B06
200390084,Medical Incident,02/08/2020,B06
200020959,Medical Incident,01/02/2020,B08
200282548,Medical Incident,01/28/2020,B04
200082520,Medical Incident,01/08/2020,B09
200061657,Medical Incident,01/06/2020,B03
200040522,Medical Incident,01/04/2020,B03
200173349,Medical Incident,01/17/2020,B02
200232813,Medical Incident,01/23/2020,B03
200223939,Structure Fire,01/22/2020,B02
200033089,Medical Incident,01/03/2020,B01
200201454,Structure Fire,01/20/2020,B07
200292643,Medical Incident,01/29/2020,B03
200312733,Structure Fire,01/31/2020,B03
200261406,Medical Incident,01/26/2020,B09
200151810,Citizen Assist / Service Call,01/15/2020,B10
200263456,Medical Incident,01/26/2020,B06
200301298,Outside Fire,01/30/2020,B03
200150663,Medical Incident,01/15/2020,B10
200233066,Medical Incident,01/23/2020,B02
200160599,Medical Incident,01/16/2020,B05
200230235,Medical Incident,01/23/2020,B09
200062611,Medical Incident,01/06/2020,B05
200331302,Medical Incident,02/02/2020,B06
200183656,Medical Incident,01/18/2020,B10
200022158,Alarms,01/02/2020,B04
200342028,Citizen Assist / Service Call,02/03/2020,B08
200183669,Medical Incident,01/18/2020,B09
200113289,Structure Fire,01/11/2020,B04
200220437,Medical Incident,01/22/2020,B02
200130465,Medical Incident,01/13/2020,B05
200072030,Medical Incident,01/07/2020,B02
200024083,Medical Incident,01/02/2020,B10
200113093,Medical Incident,01/11/2020,B01
200132938,Medical Incident,01/13/2020,B03
200213346,Medical Incident,01/21/2020,B07
200010450,Medical Incident,01/01/2020,B09
200181525,Traffic Collision,01/18/2020,B08
200102576,Alarms,01/10/2020,B09
200051186,Medical Incident,01/05/2020,B09
200351605,Medical Incident,02/04/2020,B05
200393637,Medical Incident,02/08/2020,B03
200082471,Medical Incident,01/08/2020,B02
200383227,Traffic Collision,02/07/2020,B08
200241112,Medical Incident,01/24/2020,B05
200392838,Medical Incident,02/08/2020,B08
200140913,Medical Incident,01/14/2020,B02
200013852,Medical Incident,01/01/2020,B03
200050684,Structure Fire,01/05/2020,B03
200202014,Citizen Assist / Service Call,01/20/2020,B10
200353817,Water Rescue,02/04/2020,B01
200310733,Structure Fire,01/31/2020,B10
200131821,Medical Incident,01/13/2020,B10
200030855,Medical Incident,01/03/2020,B04
200052233,Traffic Collision,01/05/2020,B06
200091885,Medical Incident,01/09/2020,B02
200384047,Alarms,02/07/2020,B03
200160213,Medical Incident,01/16/2020,B03
200033677,Medical Incident,01/03/2020,B02
200300302,Medical Incident,01/30/2020,B07
200313872,Medical Incident,01/31/2020,B02
200110485,Medical Incident,01/11/2020,B02
200280073,Alarms,01/28/2020,B09
200171288,Medical Incident,01/17/2020,B08
200203657,Alarms,01/20/2020,B01
200101734,Medical Incident,01/10/2020,B02
200072853,Medical Incident,01/07/2020,B02
200084282,Medical Incident,01/08/2020,B08
200033919,Medical Incident,01/03/2020,B04
200293007,Medical Incident,01/29/2020,B02
200332319,Medical Incident,02/02/2020,B02
200273116,Structure Fire,01/27/2020,B06
200220935,Medical Incident,01/22/2020,B08
200383533,Alarms,02/07/2020,B02
200341671,Medical Incident,02/03/2020,B02
200381547,Medical Incident,02/07/2020,B10
200070349,Medical Incident,01/07/2020,B03
200171991,Medical Incident,01/17/2020,B03
200120118,Structure Fire,01/12/2020,B01
200381676,Medical Incident,02/07/2020,B10
200392283,Medical Incident,02/08/2020,B10
200371642,Structure Fire,02/06/2020,B07
200163328,Traffic Collision,01/16/2020,B02
200191604,Structure Fire,01/19/2020,B09
200182562,Medical Incident,01/18/2020,B01
200240167,Medical Incident,01/24/2020,B07
200251110,Medical Incident,01/25/2020,B02
200013572,Medical Incident,01/01/2020,B09
200101026,Medical Incident,01/10/2020,B02
200293211,Alarms,01/29/2020,B08
200063986,Medical Incident,01/06/2020,B02
200122964,Medical Incident,01/12/2020,B09
200111975,Medical Incident,01/11/2020,B02
200100496,Alarms,01/10/2020,B02
200132791,Medical Incident,01/13/2020,B01
200101509,Medical Incident,01/10/2020,B03
200321232,Alarms,02/01/2020,B06
200151750,Medical Incident,01/15/2020,B03
200201591,Citizen Assist / Service Call,01/20/2020,B10
200083045,Gas Leak (Natural and LP Gases),01/08/2020,B02
200332587,Alarms,02/02/2020,B05
200143971,Medical Incident,01/14/2020,B06
200121025,Alarms,01/12/2020,B03
200171783,Medical Incident,01/17/2020,B04
200351711,Medical Incident,02/04/2020,B03
200360192,Medical Incident,02/05/2020,B02
200093884,Medical Incident,01/09/2020,B02
200240080,Medical Incident,01/24/2020,B03
200063114,Medical Incident,01/06/2020,B10
200300745,Medical Incident,01/30/2020,B10
200162527,Outside Fire,01/16/2020,B02
200202997,Medical Incident,01/20/2020,B04
200061988,Medical Incident,01/06/2020,B10
200013376,Medical Incident,01/01/2020,B03
200182006,Medical Incident,01/18/2020,B03
200231299,Medical Incident,01/23/2020,B02
200141729,Alarms,01/14/2020,B08
200161536,Medical Incident,01/16/2020,B01
200080046,Medical Incident,01/08/2020,B01
200131884,Medical Incident,01/13/2020,B04
200074042,Medical Incident,01/07/2020,B05
200341799,Medical Incident,02/03/2020,B03
200222829,Medical Incident,01/22/2020,B02
200131453,Alarms,01/13/2020,B03
200120618,Medical Incident,01/12/2020,B03
200320273,Medical Incident,02/01/2020,B05
200280151,Outside Fire,01/28/2020,B07
200142410,Medical Incident,01/14/2020,B05
200010396,Medical Incident,01/01/2020,B03
200382904,Medical Incident,02/07/2020,B01
200213531,Medical Incident,01/21/2020,B08
200380442,Alarms,02/07/2020,B01
200294368,Medical Incident,01/29/2020,B03
200043551,Medical Incident,01/04/2020,B01
200302291,Medical Incident,01/30/2020,B05
200042163,Structure Fire,01/04/2020,B07
200262592,Alarms,01/26/2020,B08
200041775,Elevator / Escalator Rescue,01/04/2020,B06
200392026,Medical Incident,02/08/2020,B09
200063792,Medical Incident,01/06/2020,B09
200052729,Medical Incident,01/05/2020,B03
200283362,Structure Fire,01/28/2020,B02
200121634,Medical Incident,01/12/2020,B03
200250082,Medical Incident,01/25/2020,B02
200034121,Medical Incident,01/03/2020,B01
200343029,Alarms,02/03/2020,B06
200230566,Medical Incident,01/23/2020,B05
200072732,Medical Incident,01/07/2020,B05
200111286,Medical Incident,01/11/2020,B02
200240468,Medical Incident,01/24/2020,B03
200123832,Medical Incident,01/12/2020,B02
200271088,Alarms,01/27/2020,B02
200381021,Medical Incident,02/07/2020,B10
200172108,Medical Incident,01/17/2020,B10
200110405,Medical Incident,01/11/2020,B04
200032859,Traffic Collision,01/03/2020,B07
200222414,Medical Incident,01/22/2020,B08
200300160,Medical Incident,01/30/2020,B01
200052300,Medical Incident,01/05/2020,B07
200310564,Medical Incident,01/31/2020,B03
200090132,Outside Fire,01/09/2020,B09
200023069,Medical Incident,01/02/2020,B02
200272837,Medical Incident,01/27/2020,B06
200330652,Medical Incident,02/02/2020,B03
200380633,Medical Incident,02/07/2020,B02
200362600,Medical Incident,02/05/2020,B02
200020090,Medical Incident,01/02/2020,B02
200133477,Alarms,01/13/2020,B05
200123339,Alarms,01/12/2020,B04
200020033,Medical Incident,01/02/2020,B02
200113140,Medical Incident,01/11/2020,B03
200373611,Alarms,02/06/2020,B02
200364143,Medical Incident,02/05/2020,B01
200251999,Medical Incident,01/25/2020,B10
200330052,Medical Incident,02/02/2020,B01
200010155,Medical Incident,01/01/2020,B02
200063251,Alarms,01/06/2020,B04
200062119,Traffic Collision,01/06/2020,B03
200203134,Medical Incident,01/20/2020,B06
200244060,Medical Incident,01/24/2020,B07
200112838,Medical Incident,01/11/2020,B08
200120241,Medical Incident,01/12/2020,B01
200082025,Alarms,01/08/2020,B04
200072991,Medical Incident,01/07/2020,B03
200073525,Medical Incident,01/07/2020,B06
200211308,Alarms,01/21/2020,B03
200143632,Traffic Collision,01/14/2020,B02
200330481,Structure Fire,02/02/2020,B03
200073861,Medical Incident,01/07/2020,B07
200122395,Traffic Collision,01/12/2020,B09
200032429,Medical Incident,01/03/2020,B02
200380007,Medical Incident,02/07/2020,B06
200152595,Medical Incident,01/15/2020,B02
200280677,Medical Incident,01/28/2020,B04
200121789,Medical Incident,01/12/2020,B03
200201702,Medical Incident,01/20/2020,B04
200112036,Medical Incident,01/11/2020,B06
200220196,Medical Incident,01/22/2020,B03
200331559,Alarms,02/02/2020,B01
200351222,Alarms,02/04/2020,B01
200392709,Structure Fire,02/08/2020,B06
200012288,Alarms,01/01/2020,B01
200123659,Medical Incident,01/12/2020,B10
200221260,Alarms,01/22/2020,B03
200301963,Medical Incident,01/30/2020,B07
200112229,Medical Incident,01/11/2020,B10
200262401,Medical Incident,01/26/2020,B03
200192867,Medical Incident,01/19/2020,B04
200031285,Medical Incident,01/03/2020,B01
200263729,Alarms,01/26/2020,B05
200140317,Medical Incident,01/14/2020,B03
200020890,Electrical Hazard,01/02/2020,B06
200130067,Alarms,01/13/2020,B05
200390544,Structure Fire,02/08/2020,B07
200040819,Structure Fire,01/04/2020,B02
200363754,Alarms,02/05/2020,B02
200132002,Structure Fire,01/13/2020,B01
200150448,Alarms,01/15/2020,B03
200261633,Medical Incident,01/26/2020,B02
200232254,Medical Incident,01/23/2020,B02
200073571,Medical Incident,01/07/2020,B02
200142235,Medical Incident,01/14/2020,B04
200150407,Medical Incident,01/15/2020,B02
200300953,Medical Incident,01/30/2020,B08
200253064,Alarms,01/25/2020,B03
200270083,Medical Incident,01/27/2020,B10
200231586,Medical Incident,01/23/2020,B02
200221383,Medical Incident,01/22/2020,B03
200211907,Alarms,01/21/2020,B01
200232668,Citizen Assist / Service Call,01/23/2020,B08
200372063,Medical Incident,02/06/2020,B01
200082174,Alarms,01/08/2020,B05
200130137,Medical Incident,01/13/2020,B03
200301473,Fuel Spill,01/30/2020,B06
200103884,Traffic Collision,01/10/2020,B05
200181345,Structure Fire,01/18/2020,B10
200330953,Structure Fire,02/02/2020,B02
200183562,Outside Fire,01/18/2020,B10
200172903,Medical Incident,01/17/2020,B03
200351765,Medical Incident,02/04/2020,B02
200010848,Alarms,01/01/2020,B02
200341786,Structure Fire,02/03/2020,B01
200092019,Medical Incident,01/09/2020,B01
200201108,Structure Fire,01/20/2020,B09
200042087,Medical Incident,01/04/2020,B02
200401503,Medical Incident,02/09/2020,B03
200021208,Medical Incident,01/02/2020,B04
200341957,Medical Incident,02/03/2020,B02
200084122,Medical Incident,01/08/2020,B03
200011217,Medical Incident,01/01/2020,B08
200323002,Medical Incident,02/01/2020,B05
200252018,Water Rescue,01/25/2020,B07
200291767,Alarms,01/29/2020,B08
200093707,Structure Fire,01/09/2020,B04
200383438,Medical Incident,02/07/2020,B09
200271443,Medical Incident,01/27/2020,B01
200240055,Medical Incident,01/24/2020,B04
200312973,Structure Fire,01/31/2020,B03
200331108,Medical Incident,02/02/2020,B05
200380142,Medical Incident,02/07/2020,B05
200361436,Medical Incident,02/05/2020,B03
200081698,Medical Incident,01/08/2020,B04
200111989,Traffic Collision,01/11/2020,B10
200213468,Traffic Collision,01/21/2020,B03
200023708,Medical Incident,01/02/2020,B02
200183178,Medical Incident,01/18/2020,B02
200321789,Medical Incident,02/01/2020,B07
200304100,Alarms,01/30/2020,B01
200243904,Traffic Collision,01/24/2020,B03
200172806,Medical Incident,01/17/2020,B02
200171388,Alarms,01/17/2020,B02
200130072,Medical Incident,01/13/2020,B02
200052584,Medical Incident,01/05/2020,B01
200042931,Medical Incident,01/04/2020,B03
200082228,Medical Incident,01/08/2020,B02
200400529,Medical Incident,02/09/2020,B04
200332382,Medical Incident,02/02/2020,B09
200091670,Medical Incident,01/09/2020,B10
200042881,Medical Incident,01/04/2020,B08
200101293,Structure Fire,01/10/2020,B06
200070190,Medical Incident,01/07/2020,B04
200150227,Medical Incident,01/15/2020,B04
200084298,Medical Incident,01/08/2020,B02
200380408,Gas Leak (Natural and LP Gases),02/07/2020,B04
200021397,Medical Incident,01/02/2020,B09
200213018,Medical Incident,01/21/2020,B02
200110595,Alarms,01/11/2020,B08
200031154,Medical Incident,01/03/2020,B01
200331825,Medical Incident,02/02/2020,B07
200093707,Structure Fire,01/09/2020,B04
200220608,Medical Incident,01/22/2020,B03
200200098,Medical Incident,01/20/2020,B02
200262697,Medical Incident,01/26/2020,B03
200130301,Medical Incident,01/13/2020,B02
200253746,Medical Incident,01/25/2020,B06
200061935,Alarms,01/06/2020,B05
200373550,Medical Incident,02/06/2020,B09
200112820,Medical Incident,01/11/2020,B09
200383455,Alarms,02/07/2020,B04
200014298,Medical Incident,01/01/2020,B10
200131188,Medical Incident,01/13/2020,B02
200383377,Medical Incident,02/07/2020,B03
200291779,Medical Incident,01/29/2020,B01
200040898,Medical Incident,01/04/2020,B06
200252005,Medical Incident,01/25/2020,B03
200332054,Medical Incident,02/02/2020,B01
200030456,Medical Incident,01/03/2020,B03
200061130,Medical Incident,01/06/2020,B01
200181971,Medical Incident,01/18/2020,B10
200381413,Medical Incident,02/07/2020,B06
200272802,Medical Incident,01/27/2020,B08
200052325,Alarms,01/05/2020,B08
200160054,Medical Incident,01/16/2020,B05
200212495,Structure Fire,01/21/2020,B02
200033657,Medical Incident,01/03/2020,B09
200060473,Medical Incident,01/06/2020,B03
200350792,Medical Incident,02/04/2020,B08
200374195,Medical Incident,02/06/2020,B03
200330145,Medical Incident,02/02/2020,B02
200372804,Confined Space / Structure Collapse,02/06/2020,B03
200201932,Medical Incident,01/20/2020,B03
200343688,Medical Incident,02/03/2020,B02
200173227,Medical Incident,01/17/2020,B02
200192919,Alarms,01/19/2020,B10
200340024,Alarms,02/03/2020,B02
200133401,Gas Leak (Natural and LP Gases),01/13/2020,B01
200343574,Medical Incident,02/03/2020,B01
200041423,Medical Incident,01/04/2020,B01
200092795,Medical Incident,01/09/2020,B10
200031417,Traffic Collision,01/03/2020,B03
200290149,Medical Incident,01/29/2020,B04
200082262,Medical Incident,01/08/2020,B03
200213691,Alarms,01/21/2020,B03
200212283,Medical Incident,01/21/2020,B01
200090307,Structure Fire,01/09/2020,B06
200141639,Medical Incident,01/14/2020,B01
200242088,Medical Incident,01/24/2020,B04
200040367,Medical Incident,01/04/2020,B04
200191719,Water Rescue,01/19/2020,B07
200301708,Medical Incident,01/30/2020,B02
200340024,Alarms,02/03/2020,B02
200270294,Medical Incident,01/27/2020,B02
200390021,Medical Incident,02/08/2020,B09
200323617,Medical Incident,02/01/2020,B08
200010064,Structure Fire,01/01/2020,B08
200261509,Medical Incident,01/26/2020,B08
200401340,Alarms,02/09/2020,B03
200373300,Medical Incident,02/06/2020,B09
200163535,Medical Incident,01/16/2020,B01
200021311,Medical Incident,01/02/2020,B02
200033518,Medical Incident,01/03/2020,B06
200013198,Medical Incident,01/01/2020,B09
200261867,Traffic Collision,01/26/2020,B04
200192547,Medical Incident,01/19/2020,B07
200111617,Medical Incident,01/11/2020,B02
200203270,Medical Incident,01/20/2020,B07
200153852,Alarms,01/15/2020,B01
200123205,Medical Incident,01/12/2020,B03
200143964,Medical Incident,01/14/2020,B02
200253307,Medical Incident,01/25/2020,B09
200252940,Medical Incident,01/25/2020,B02
200304073,Medical Incident,01/30/2020,B03
200182774,Medical Incident,01/18/2020,B01
200072766,Medical Incident,01/07/2020,B02
200203974,Medical Incident,01/20/2020,B01
200241856,Medical Incident,01/24/2020,B03
200142453,Structure Fire,01/14/2020,B06
200141972,Medical Incident,01/14/2020,B03
200352954,Medical Incident,02/04/2020,B07
200142103,Medical Incident,01/14/2020,B03
200163828,Medical Incident,01/16/2020,B04
200300281,Alarms,01/30/2020,B03
200402064,Structure Fire,02/09/2020,B02
200014161,Medical Incident,01/01/2020,B01
200052118,Citizen Assist / Service Call,01/05/2020,B06
200381132,Medical Incident,02/07/2020,B05
200210726,Outside Fire,01/21/2020,B10
200392612,Assist Police,02/08/2020,B08
200310250,Medical Incident,01/31/2020,B03
200210027,Structure Fire,01/21/2020,B10
200370184,Medical Incident,02/06/2020,B02
200022232,Medical Incident,01/02/2020,B02
200232721,Medical Incident,01/23/2020,B09
200042401,Structure Fire,01/04/2020,B01
200322956,Alarms,02/01/2020,B04
200143497,Alarms,01/14/2020,B05
200311525,Medical Incident,01/31/2020,B09
200303193,Traffic Collision,01/30/2020,B05
200313629,Medical Incident,01/31/2020,B02
200210792,Medical Incident,01/21/2020,B05
200343851,Gas Leak (Natural and LP Gases),02/03/2020,B07
200052410,Alarms,01/05/2020,B04
200300287,Alarms,01/30/2020,B02
200290191,Medical Incident,01/29/2020,B07
200032335,Medical Incident,01/03/2020,B02
200032085,Medical Incident,01/03/2020,B09
200313505,Alarms,01/31/2020,B04
200072222,Medical Incident,01/07/2020,B02
200210255,Medical Incident,01/21/2020,B10
200061282,Medical Incident,01/06/2020,B02
200153558,Citizen Assist / Service Call,01/15/2020,B10
200163046,Medical Incident,01/16/2020,B08
200023855,Structure Fire,01/02/2020,B10
200302741,Alarms,01/30/2020,B03
200294455,Medical Incident,01/29/2020,B03
200384119,Medical Incident,02/07/2020,B09
200331649,Medical Incident,02/02/2020,B05
200140852,Medical Incident,01/14/2020,B09
200253151,Medical Incident,01/25/2020,B09
200050367,Outside Fire,01/05/2020,B02
200063129,Medical Incident,01/06/2020,B01
200371786,Medical Incident,02/06/2020,B03
